,line,content
3260,3260,"               The dogs tear into them. It is chaos; the bowmen can't flee, "
3261,3261,"               and as the dogs mix among them, the bowmen fire frantically, "
3262,3262,               mostly hitting each other. The dogs' collars slash legs; 
3263,3263,               their jaws crush bones; even when their back legs are hacked 
3264,3264,"               off, the frenzied dogs keep killing."
3265,3265,               Wallace signals to Mornay with the Scottish cavalry. Mornay 
3266,3266,"               does nothing. The crossbowmen, though taking great punishment, "
3267,3267,"               are beginning to overwhelm the dogs by sheer numbers, and "
3268,3268,               are regrouping.
3269,3269,                                     WALLACE
3270,3270,                         Now! Charge! Charge them!
3271,3271,               Mornay tugs his reins and leads his cavalry away.
3272,3272,               AT THE ENGLISH COMMAND
3273,3273,               Longshanks and his officers see Mornay and his cavalry melt 
3274,3274,               away. The English general looks knowingly at Longshanks.
3275,3275,                                     GENERAL
3276,3276,                         Mornay?
3277,3277,                                     LONGSHANKS
3278,3278,"                         For double his lands in Scotland, "
3279,3279,                         and matching estates in England.
3280,3280,"               WALLACE, WITH STEPHEN"
3281,3281,               They see the Scottish army abandoned.
3282,3282,                                     STEPHEN
3283,3283,                         Betrayed!
3284,3284,               Wallace glances to the other hilltop; still no sign of Bruce.
3285,3285,               He looks on in agony as the crossbowmen unleash another 
3286,3286,"               volley. The Scottish spearmen, bunched in a tight group, are "
3287,3287,"               helpless. The bolts fall, cutting through their helmets and "
3288,3288,               breastplates like paper. Wallace has no cavalry -- and his 
3289,3289,"               men are being slaughtered! He spurs his horse, and Stephen "
3290,3290,               and the infantrymen race behind him.
3291,3291,"               The English heavy cavalry surge to meet them, but Wallace "
3292,3292,"               weaves through them, dodging with his horse, slashing with "
3293,3293,"               the broadsword, cutting down on knight, another, another..."
3294,3294,"               The Scottish infantry claws in, dragging down the horses, "
3295,3295,               hacking the knights as they run by.
3296,3296,"               The English bowmen are about to fire again, but they see the "
3297,3297,               Scottish charge bearing down on them and adjust their aim; 
3298,3298,               the bolts cut into the infantrymen; one bolt tears off the 
3299,3299,"               armor of Wallace's left shoulder. He wobbles on his horse, "
3300,3300,"               regains his balance, and keeps up the charge."
3301,3301,               AT THE ENGLISH COMMAND
3302,3302,               Longshanks and his generals are watching the action.
3303,3303,                                     GENERAL
3304,3304,"                         My God, and still they come!"
3305,3305,                                     LONGSHANKS
3306,3306,                         Use the reinforcements! But take 
3307,3307,                         Wallace alive!
3308,3308,               The General signals and the English reinforcements surge 
3309,3309,               into the battle.
3310,3310,               IN THE THICK OF THE BATTLE
3311,3311,"               On horseback, Wallace fights his way into the watery edge of "
3312,3312,"               the field, where English infantry is now overrunning the "
3313,3313,"               schiltron. He hacks men down left and right, reaches the "
3314,3314,"               Scottish center, and finds Hamish bending over another "
3315,3315,               soldier. Wallace dismounts.
3316,3316,                                     WALLACE
3317,3317,                         Hamish! Ham --
3318,3318,"               And Wallace sees that Hamish is holding his father, fallen "
3319,3319,               in battle. Wallace has no time to react; he cuts down and 
3320,3320,               English swordsman moving in to hack Hamish's back. Wallace 
3321,3321,"               lifts Campbell across the saddle, and shouts at Hamish..."
3322,3322,                                     WALLACE
3323,3323,                         Get him away!
3324,3324,"               Hamish obeys, jumping onto the horse and galloping back toward "
3325,3325,"               the rear. Wallace fights with new vengeance, swinging the "
3326,3326,               double-edged broadsword with deadly accuracy.
3327,3327,"               Rallied by Wallace's presence, the Scots surge back. Then "
3328,3328,               Wallace sees the English reinforcement cavalry coming.
3329,3329,                                     WALLACE
3330,3330,                         A charge! Form up! Form up!
3331,3331,               The Scots pull up spears and hastily form another schiltron.
3332,3332,"               The spears bristle out, ready... the English horsemen thunder "
3333,3333,"               in. But before the spears impale the horses, another flight "
3334,3334,               of crossbow bolts cuts down half the Scots still fighting.
3335,3335,               Hamish reaches the rear of the battle and lowers the limp 
3336,3336,               body of his father to the Scottish monks who are attending 
3337,3337,               to the wounded and giving absolution to the dying...
3338,3338,"               Still Wallace fights back, meeting the English charge. The "
3339,3339,               Scots hold their own. An English knight tries to ride over 
3340,3340,"               William; he knocks the lance aside, and tough the horse slams "
3341,3341,"               into him, William also unseats the rider."
3342,3342,               The rider rolls to his feet. William struggles up to meet 
3343,3343,               him -- and comes face to face with Robert the Bruce.
3344,3344,"               The shock and recognition stun Wallace; in that moment, "
3345,3345,"               looking at Robert the Bruce's guilt-ridden face, he "
3346,3346,"               understands everything: the betrayal, the hopelessness of "
3347,3347,"               Scotland. As he stands there frozen, a bolt punches into the "
3348,3348,"               muscle of his neck, and Wallace doesn't react to it."
3349,3349,               Bruce is horrified at the sight of Wallace this way. He 
3350,3350,"               batters at Wallace's sword, as if its use would give him "
3351,3351,               absolution.
3352,3352,                                     ROBERT
3353,3353,                         Fight me! Fight me!
3354,3354,               But Wallace can only stagger back. Bruce's voice grows ragged 
3355,3355,               as he screams.
3356,3356,                                     ROBERT
3357,3357,                         FIGHT ME!
3358,3358,"               All around, the battle has decayed; the Scots are being "
3359,3359,               slaughtered. Another bolt glances off Wallace's helmet; a 
3360,3360,"               third rips into his thigh plate, making his legs collapse."
3361,3361,"               Suddenly Stephen comes through the melee, on Robert's horse!"
3362,3362,"               He hits Robert from behind, knocking him down, and jumps to "
3363,3363,               the ground to try and lift William onto the horse!
3364,3364,"               Robert sees a knot of crossbowmen moving up, sighting out "
3365,3365,"               Wallace, taking careful aim! Bruce leaps up and helps Stephen "
3366,3366,"               sling Wallace onto the back of the horse, even covers him "
3367,3367,"               with his shield, deflecting another bolt fired at Wallace, "
3368,3368,               as Stephen mounts too.
3369,3369,"               As the horse plunges away into the smoke, Robert falls to "
3370,3370,"               the water. His own troops reach him, realize who he is, see "
3371,3371,"               the horrible expression on his face, and race on after the "
3372,3372,               Scots.
3373,3373,"               Robert is left alone, on his knees in the water, the fire "
3374,3374,"               and noise of battle now dim to him, as if his senses have "
3375,3375,               died along with his heart.
3376,3376,               LONGSHANKS
3377,3377,"               Looks over the battlefield, strewn with the bodies of the "
3378,3378,"               Scottish dead. For now, he is satisfied."
3379,3379,               
3380,3380, ROAD - SUNSET
3381,3381,               Remnants of the defeated army straggle past. Wallace and 
3382,3382,"               Stephen are trying to help Hamish carry his father, but now "
3383,3383,               old Campbell says...
3384,3384,                                     CAMPBELL
3385,3385,                         Son... I want to die on the ground.
3386,3386,"               But as they tilt old Campbell onto the ground, he grabs at "
3387,3387,               something that starts to fall from the wound in his stomach.
3388,3388,                                     CAMPBELL
3389,3389,                         Whew. That'll clear your sinuses. 
3390,3390,"                         Goodbye, boys."
3391,3391,                                     HAMISH
3392,3392,                         No. You're going to live.
3393,3393,                                     CAMPBELL
3394,3394,                         I don't think I can do without one 
3395,3395,                         of those... whatever it is...
3396,3396,               Hamish is too grief-stricken to speak.
3397,3397,                                     WALLACE
3398,3398,                         You... were like my father...
3399,3399,               Old Campbell rallies one more time for this.
3400,3400,                                     CAMPBELL
3401,3401,"                         ...And glad to die, like him... So "
3402,3402,                         you could be the men you are. All of 
3403,3403,                         ya.
3404,3404,"               The last three words to Hamish, telling him he's a hero too."
3405,3405,                                     CAMPBELL
3406,3406,                         I'm a happy man.
3407,3407,"               Hamish is weeping. When he looks up again, his father has "
3408,3408,"               died. We PULL BACK from them in tableaux, with the army, the "
3409,3409,"               people of Scotland, the whole gray world in defeat."
3410,3410,               
3411,3411, EDINBURGH CASTLE - DAY
3412,3412,"               Wallace, still bloody and in his battered armor, removes the "
3413,3413,"               chain of office from beneath his breastplate, lays it onto "
3414,3414,"               the table in front of Craig and the other nobles, and walks "
3415,3415,               from the room. Hamish and Stephen see the satisfaction on 
3416,3416,"               the nobles' face, and follow William out."
3417,3417,               
3418,3418, CASTLE CORRIDOR - DAY
3419,3419,               Hamish and Stephen move out into the hallway after Wallace -- 
3420,3420,               but he is gone.
3421,3421,               
3422,3422, WOODS - NIGHT
3423,3423,"               Wallace is in the woods, in the grove of trees, looking at "
3424,3424,"               Marion's hidden grave. The rain falls on his face, like tears. "
3425,3425,"               But he has no tears of his own. The cold, the icy rain, the "
3426,3426,"               wounds, nothing seems to touch him."
3427,3427,               With his fingertips he carefully draws her embroidered cloth 
3428,3428,"               from beneath his breastplate; hanging in his trembling hands, "
3429,3429,"               filthy with the grime and gore of battle, it looks impossibly "
3430,3430,"               white, something from a better, purer world."
3431,3431,                                                               DISSOLVE TO:
3432,3432,               
3433,3433, PALACE IN LONDON - NIGHT
3434,3434,"               Thunder, the sound of driving rain. Snug by a massive fire "
3435,3435,"               are Longshanks, his son Edward, and other advisors. On the "
3436,3436,"               far side of the room, away from the fire, the Princess stands "
3437,3437,               at the window and watches the rain against the panes.
3438,3438,                                     ADVISOR
3439,3439,"                         Their nobles have sworn allegiance, "
3440,3440,                         M'lord. Every last one.
3441,3441,               Longshanks savors the victory -- and gloats to his son.
3442,3442,                                     LONGSHANKS
3443,3443,                         Now we kill two birds at one stroke. 
3444,3444,                         We recruit from Scotland for our 
3445,3445,                         armies in France.
3446,3446,                                     EDWARD
3447,3447,                         The Scots will fight for us?
3448,3448,                                     LONGSHANKS
3449,3449,                         What choice do they have? Now they 
3450,3450,                         must serve us or starve.
3451,3451,                                     EDWARD
3452,3452,                         But if we have not caught Wallace --
3453,3453,                                     LONGSHANKS
3454,3454,                              (exploding)
3455,3455,                         He is gone! Finished! Dead! If he 
3456,3456,                         has not yet bled to death or had his 
3457,3457,"                         throat cut for him, he will not "
3458,3458,                         survive the winter. It is very cold -- 
3459,3459,"                         is it not, our flower?"
3460,3460,"               From the other side of the window, we see the Princess as "
3461,3461,"               she hears him, but doesn't turn around. She looks at the "
3462,3462,"               window, we snow swirling among the raindrops outside. Her "
3463,3463,"               eyes glisten, and her breath fogs the glass."
3464,3464,               
3465,3465, BRUCE'S DARKENED CHAMBER
3466,3466,"               The elder Bruce, his decaying features sagging from his face, "
3467,3467,               stares across the table at his son.
3468,3468,                                     LEPER
3469,3469,                         I am the one who is rotting. But I 
3470,3470,                         think your face looks graver than 
3471,3471,                         mine.
3472,3472,                                     ROBERT
3473,3473,                         He was so brave. With courage alone 
3474,3474,                         he nearly won.
3475,3475,                                     LEPER
3476,3476,                         So more men were slaughtered 
3477,3477,                         uselessly!
3478,3478,                                     ROBERT
3479,3479,                         He broke because of me. I saw it. He 
3480,3480,                         lost all will to fight.
3481,3481,                                     LEPER
3482,3482,                         We must have alliance with England 
3483,3483,                         to prevail here. You achieved that! 
3484,3484,"                         You saved your family, increased "
3485,3485,                         your lands! In time you will have 
3486,3486,                         all the power in Scotland!... Yet 
3487,3487,                         you grieve.
3488,3488,                                     ROBERT
3489,3489,                         In my heart I had begun to hope that 
3490,3490,                         he would never break.
3491,3491,                                     LEPER
3492,3492,                         All men lose heart. All betray. It 
3493,3493,                         is exactly why we must make the 
3494,3494,                         choices we make.
3495,3495,               
3496,3496, MORNAY'S CASTLE - NIGHT
3497,3497,"               Mornay, in an opulent bedchamber hung with tapestries and "
3498,3498,"               carpeted with eastern rugs, lies in bed, tossing in the "
3499,3499,               restless sleep of a tortured soul.
3500,3500,               He thinks he hears galloping. In SUBLIMINAL FLASHES he DREAMS 
3501,3501,               of Wallace riding toward him.
3502,3502,"               He wakes, and listens to a strange noise. It is hoofbeats!"
3503,3503,"               Coming closer. He hears shouts too, screams from below -- "
3504,3504,"               and those strange, approaching hoofbeats..."
3505,3505,"               WALLACE, ON HORSEBACK"
3506,3506,               rides up the circular stairs inside Mornay's castle! His 
3507,3507,"               horse bounds up the stone -- Mornay's guards are behind him, "
3508,3508,"               on foot, pursuing."
3509,3509,"               At a landing, Wallace cuts down a guard, and gallops higher."
3510,3510,"               IN HIS BED, MORNAY"
3511,3511,               sits up gawking as the door explodes inward and Wallace rides 
3512,3512,               through! Mornay is frozen. Wallace slashes him down.
3513,3513,"               Out in the corridor, the guards gather; they have Wallace "
3514,3514,               trapped. He covers the horse's eyes with a cloth and spurs 
3515,3515,               his flanks. The blind animal runs through the window!
3516,3516,               
3517,3517, CASTLE - NIGHT - SLOW MOTION
3518,3518,               The horse and rider plunge past the sheer walls of the 
3519,3519,               castle... and into the loch! Mornay's guards and the castle 
3520,3520,               servants cluster at the windows to see Wallace and the horse 
3521,3521,"               surface, and swim to the shore, escaping!"
3522,3522,               
3523,3523, SCOTTISH VILLAGE - DAY
3524,3524,               The news has spread through the countryside. In the town 
3525,3525,"               square, drunken Scotsmen chant..."
3526,3526,                                     PEOPLE
3527,3527,                         Wal-lace! Wal-lace! Wal-lace!
3528,3528,"               Old Craig rides past them, heading toward the Bruce's castle "
3529,3529,               on the hill above the town.
3530,3530,               
3531,3531, BRUCE CASTLE - DAY
3532,3532,               Robert is in his central room; he hears the chanting from 
3533,3533,               far below. Old Craig enters.
3534,3534,                                     ROBERT
3535,3535,                         Is it true about Mornay?
3536,3536,               Craig hands him the bloody nightshirt Mornay was wearing.
3537,3537,                                     ROBERT
3538,3538,                         And he rode through the window? My 
3539,3539,                         God.
3540,3540,"               He can't hide his admiration. From below, he still hears the "
3541,3541,               people CHANTING...
3542,3542,               
3543,3543, LONDON - GARDENS - DAY
3544,3544,"               Longshanks and Edward are in the royal gardens, resplendent "
3545,3545,"               with spring. Longshanks pulls a new flower, and crushes it."
3546,3546,                                     LONGSHANKS
3547,3547,                         His legend grows! It will be worse 
3548,3548,                         than before!
3549,3549,                                     EDWARD
3550,3550,                         You let Wallace escape your whole 
3551,3551,                         army. You cannot blame me for this.
3552,3552,               Longshanks glowers at his son; the Princess arrives.
3553,3553,                                     PRINCESS
3554,3554,"                         Good day to you, M'Lords."
3555,3555,                                     EDWARD
3556,3556,                         You mock us with a smile?
3557,3557,                                     PRINCESS
3558,3558,                         I am cheerful with a plan to soothe 
3559,3559,                         your miseries. All of England shudders 
3560,3560,                         with the news of renewed rebellion.
3561,3561,                                     EDWARD
3562,3562,                         Wallace's followers.
3563,3563,                                     PRINCESS
3564,3564,                         Wallace himself. If you wish to 
3565,3565,                         pretend a ghost rallies new volunteers 
3566,3566,"                         in every Scottish town, I leave you "
3567,3567,                         to your hauntings. If you wish to 
3568,3568,"                         take him, I know a way."
3569,3569,               Edward snickers in derision -- but his wife is steel.
3570,3570,                                     PRINCESS
3571,3571,                         I have faced him. Have you?
3572,3572,                                     LONGSHANKS
3573,3573,                         Let her speak.
3574,3574,                                     PRINCESS
3575,3575,                         He will fight you forever. But what 
3576,3576,"                         does he fight for? Freedom first, "
3577,3577,                         and peace. So grant them.
3578,3578,                                     EDWARD
3579,3579,                         The little cow is insane --
3580,3580,                                     PRINCESS
3581,3581,"                         Grant, as you do everything else, "
3582,3582,                         with treachery. Offer him a truce to 
3583,3583,"                         discuss terms, and send me to my "
3584,3584,                         castle at Locharmbie as your emissary. 
3585,3585,                         He trusts me. Pick thirty of your 
3586,3586,                         finest assassins for me to take along. 
3587,3587,"                         And I will set the meeting, and the "
3588,3588,                         ambush.
3589,3589,                                     LONGSHANKS
3590,3590,"                         You see, my delicate son? I have "
3591,3591,                         picked you a Queen.
3592,3592,               
3593,3593, THE PRINCESS' SCOTTISH CASTLE - DAY
3594,3594,"               Locharmbie is a small, picturesque castle on a hillside. As "
3595,3595,"               the queen's entourage moves through the gates, they close "
3596,3596,               behind her. She steps out of the carriage and moves into
3597,3597,               
3598,3598, CASTLE - THE GREAT HALL - DAY
3599,3599,"               Inside the great hall are thirty killers, led by their CHIEF "
3600,3600,"               ASSASSIN, a cutthroat with a mangled eye."
3601,3601,                                     CHIEF ASSASSIN
3602,3602,"                         We came in small groups, so the rebels "
3603,3603,                         would not suspect.
3604,3604,                                     PRINCESS
3605,3605,                         And you have reached Wallace's men?
3606,3606,                                     CHIEF ASSASSIN
3607,3607,"                         We tell the villagers, and the "
3608,3608,                         traitors pass it on. All that's left 
3609,3609,                         is for you to say where.
3610,3610,               
3611,3611, MARION'S GROVE - NIGHT
3612,3612,               Wallace is in the grove of trees where Marion is buried.
3613,3613,"               Drinking in the silence, his own isolation. He hears a RUSTLE "
3614,3614,"               behind him, and spins, drawing the broadsword. Then his face "
3615,3615,               registers... it's Hamish and Stephen.
3616,3616,               Hamish is unsure if he did the right thing in coming here -- 
3617,3617,"               unsure, until Wallace moves to them, and hugs them."
3618,3618,               
3619,3619, CAVE - NIGHT
3620,3620,"               They are in the old secret cave; rain is falling, but it's "
3621,3621,"               dry inside, with a campfire smoldering at the entrance."
3622,3622,                                     WALLACE
3623,3623,                         Thanks for the food and drink. And 
3624,3624,                         for bringing 'em yourselves.
3625,3625,                                     HAMISH
3626,3626,                         We're here to stay. We don't care to 
3627,3627,"                         live, if we can't fight beside ya."
3628,3628,"               Stephen pulls a jug of whiskey from his pocket. He swigs, "
3629,3629,"               hands it to Hamish for a chug, then to Wallace, who declines, "
3630,3630,               but smiles for the first time in many weeks.
3631,3631,                                     HAMISH
3632,3632,"                         There is... one thing, William. "
3633,3633,                         Longshanks is offering a truce. He 
3634,3634,                         has dispatched his daughter-in-law 
3635,3635,"                         as his emissary, and she has sent "
3636,3636,                         word that she wishes to meet you -- 
3637,3637,                         in a barn.
3638,3638,               Wallace frowns; a barn?
3639,3639,               
3640,3640, A BARN IN THE SCOTTISH COUNTRYSIDE - DAY
3641,3641,               Hauntingly similar to the one in Wallace's childhood. As he 
3642,3642,"               sits on his horse and looks at the place, surmounted by a "
3643,3643,"               white flag of truce, it gives him a chill. But in full view "
3644,3644,"               of the barn, he hands Hamish his sword and rides forward."
3645,3645,               INSIDE THE BARN
3646,3646,"               are the assassins, killing knives ready."
3647,3647,                                     CHIEF ASSASSIN
3648,3648,"                         It's William Wallace, sure! And... "
3649,3649,                         he's given up his sword! Be ready!
3650,3650,               They position themselves at every entrance.
3651,3651,               OUTSIDE THE BARN
3652,3652,"               Wallace reaches the barn, dismounts, and moves toward the "
3653,3653,"               door. But suddenly, instead of entering, he grabs the heavy "
3654,3654,"               bar and seals the door! At this motion, Scots spring from "
3655,3655,               the woods in all directions. The assassins inside realize 
3656,3656,"               the ambush is being turned on them, but it's too late; they "
3657,3657,               hear the entrance being sealed from the outside.
3658,3658,"               More Scots, led by Stephen, scramble up from hiding, place "
3659,3659,"               tinder-dry brush and pitch against the barn, and set it on "
3660,3660,               fire. In moments the entire barn is blazing. The Scots stand 
3661,3661,"               back and watch the barn burn, their faces lit by the flames. "
3662,3662,"               After awhile, there are no more screams from inside."
3663,3663,               
3664,3664, CASTLE - NIGHT
3665,3665,"               The Princess sees the burning off in the distance, like a "
3666,3666,"               bonfire. She stands on the wall, looking out at it. And then "
3667,3667,"               she sees, on a hillside, silhouetted against the night and "
3668,3668,"               the fire, a rider, just sitting there on his horse, looking "
3669,3669,"               at the castle. She runs into the castle, up the stairs, and "
3670,3670,"               stands on the pinnacle of the castle, so that she too is "
3671,3671,"               silhouetted, and he can see her."
3672,3672,               The lone rider is William Wallace.
3673,3673,               CLOSE - A CANDLE
3674,3674,"               being placed in a window of the stable cottage, built into "
3675,3675,"               the outer wall of the castle. AT A DISTANCE, the candle burns "
3676,3676,               like a tiny beacon. And William sees it.
3677,3677,"               INSIDE THE STABLE COTTAGE, THE PRINCESS"
3678,3678,"               sits alone, wondering if her signal is going to work."
3679,3679,               OUTSIDE THE CASTLE
3680,3680,"               Wallace climbs the castle wall, hand over hand up the mortared "
3681,3681,"               stones, to the window twenty feet above the ground."
3682,3682,               He reaches the safety of the window cove and kneels on the 
3683,3683,"               ledge. He looks through the window, and sees her inside."
3684,3684,"               INSIDE THE ROOM, she looks up, and sees him there. The first "
3685,3685,"               glance frightens her, and yet she expected him, prayed for "
3686,3686,"               him to come. Now, for a long, long moment the two of them "
3687,3687,"               look at each other through the glass, each realizing the "
3688,3688,               implications of this moment.
3689,3689,               She moves to the window and opens it. The wind rushing through 
3690,3690,"               extinguishes the candle, and he slips inside. They face each "
3691,3691,               other in the darkness. Then she strikes a match and relights 
3692,3692,"               the candle, and they look at each other."
3693,3693,                                     WALLACE
3694,3694,                         A meeting in a barn. It had to be a 
3695,3695,                         trap. And only you would know I would 
3696,3696,                         be aware of it.
3697,3697,                                     PRINCESS
3698,3698,                         It does me good to see you.
3699,3699,                                     WILLIAM
3700,3700,                         I am much diminished since we met.
3701,3701,               She wants to say something -- but instead she says something 
3702,3702,               else.
3703,3703,                                     PRINCESS
3704,3704,                         There will be a new shipment of 
3705,3705,                         supplies coming north next month. 
3706,3706,                         Food and weapons. They will trav --
3707,3707,                                     WILLIAM
3708,3708,                         No. Stop. I didn't come here for 
3709,3709,                         that.
3710,3710,                                     PRINCESS
3711,3711,                         Then why did you come?
3712,3712,                                     WALLACE
3713,3713,                         Why did you?
3714,3714,                                     PRINCESS
3715,3715,                         Because of the way you're looking at 
3716,3716,                         me now. The same way... as when we 
3717,3717,                         met.
3718,3718,"               He turns his face away. Gently, she pulls it back."
3719,3719,                                     PRINCESS
3720,3720,                         I know. You looked at me... and saw 
3721,3721,                         her.
3722,3722,               He twists back toward the window.
3723,3723,                                     PRINCESS
3724,3724,                         You must forgive me what I feel. No 
3725,3725,                         man has ever looked at me as you 
3726,3726,                         did.
3727,3727,"               Surprised, he looks at her now."
3728,3728,                                     WALLACE
3729,3729,                         You have... you have a husband.
3730,3730,                                     PRINCESS
3731,3731,                         I have taken vows. More than one. 
3732,3732,"                         I've vowed faithfulness to my husband, "
3733,3733,                         and sworn to give him a son. And I 
3734,3734,                         cannot keep both promises.
3735,3735,"               Slowly, it starts to dawn on him what she's asking, and an "
3736,3736,               unexpected smile plays at his lips. Her smile lights too.
3737,3737,                                     PRINCESS
3738,3738,"                         You understand. Consider, before you "
3739,3739,                         laugh and say no. You will never own 
3740,3740,"                         a throne, though you deserve one. "
3741,3741,                         But just as the sun will rise 
3742,3742,"                         tomorrow, some man will rule England. "
3743,3743,                         And what if his veins ran not with 
3744,3744,"                         the blood of Longshanks, but with "
3745,3745,                         that of a true king?
3746,3746,                                     WALLACE
3747,3747,                         I cannot love you for the sake of 
3748,3748,                         revenge.
3749,3749,                                     PRINCESS
3750,3750,                         No. But can you love me for the sake 
3751,3751,                         of all you loved and lost? Or simply 
3752,3752,                         love me... because I love you?
3753,3753,"               Slowly, he reaches to the candle flame, and pinches it out."
3754,3754,               IN THE SHADOWS OF THE COTTAGE BED
3755,3755,"               we see the surging, pent-up passion... and"
3756,3756,                                                               DISSOLVE TO:
3757,3757,               THE LOVERS
3758,3758,"               Their bodies limp, they lie asleep, entwined. The first rays "
3759,3759,               of morning spread yellow light through the room and across 
3760,3760,               their faces.
3761,3761,"               Wallace wakes suddenly; sunlight! He grabs for his clothes, "
3762,3762,"               as she wakes, covers herself in the blanket and jumps out of "
3763,3763,"               bed, rushing to the window to look out."
3764,3764,                                     PRINCESS
3765,3765,                         No one! Hurry!
3766,3766,"               He reaches her, throws the window open, and sees a clear "
3767,3767,"               path down the wall to safety. He stops and looks at her, and "
3768,3768,               touches her face in gratitude. She has to ask...
3769,3769,                                     PRINCESS
3770,3770,                         When we... did you think of her?
3771,3771,"               Pausing to look straight into her eyes, he kisses her -- "
3772,3772,"               her, not Marion -- and climbs out. She watches him go."
3773,3773,               
3774,3774, GROVE OF TREES - NIGHT
3775,3775,               Wallace stands alone in the grove where Marion lies.
3776,3776,               MONTAGE
3777,3777,               -- Wallace and fifty men gallop through a village on the way 
3778,3778,               to an English fortress; the villagers drop what they're doing 
3779,3779,"               and run to follow them; we see Wallace's face, relentless, "
3780,3780,               as he hacks men down in the attack; with the fortress sacked 
3781,3781,"               and smoking in the background, we see Wallace lead his men "
3782,3782,"               away, the people cheering him..."
3783,3783,               
3784,3784, FOREST ENCAMPMENT - NIGHT
3785,3785,"               Once again, Wallace stares at the fire, beside his friends."
3786,3786,                                     HAMISH
3787,3787,"                         Rest, William."
3788,3788,                                     WALLACE
3789,3789,                         I rest.
3790,3790,                                     HAMISH
3791,3791,                         Your rest is making me exhausted.
3792,3792,               Stephen offers the jug; Wallace declines.
3793,3793,                                     STEPHEN
3794,3794,"                         Come, it'll help you sleep."
3795,3795,                                     WALLACE
3796,3796,                         Aye. But it won't let me dream.
3797,3797,"               Pulling a tattered tartan around himself, he lies down."
3798,3798,"               LONGSHANKS, "
3799,3799, HIS PALACE - NIGHT
3800,3800,"               He sits by a palace hearth, where a huge blaze burns; still "
3801,3801,"               he's huddled beneath a blanket, and coughing blood. But he "
3802,3802,               ignores the ice in his lungs; his mind is plotting.
3803,3803,"               THE PRINCESS, "
3804,3804, THE WALLS OF HER CASTLE - NIGHT
3805,3805,"               she walks the parapets alone, lost in her own thoughts."
3806,3806,"               ROBERT THE BRUCE, IN A STONE ROOM OF HIS CASTLE"
3807,3807,               sits staring at... the stone coffin of his father. The coffin 
3808,3808,               is closed; on its top is a lifesize stone carving of his 
3809,3809,               father as a knight in final repose. Ranks of candles light 
3810,3810,"               the scene, and Robert's face, cold as the stone. A SHUFFLE... "
3811,3811,               Robert looks up to see old Craig.
3812,3812,                                     CRAIG
3813,3813,                         May he rest in peace... You have 
3814,3814,                         already sealed the coffin?
3815,3815,                                     ROBERT
3816,3816,                         He was a modest man.
3817,3817,                                     CRAIG
3818,3818,                         It will not be long before Longshanks 
3819,3819,"                         too is encased in stone, and his "
3820,3820,                         crowns divided for others to wear.
3821,3821,"               Craig sits next to Robert, and keeps his voice low."
3822,3822,                                     CRAIG
3823,3823,                         Our nobles are frightened and 
3824,3824,                         confused... Wallace has the commoners 
3825,3825,"                         stirred up again, from the Highland "
3826,3826,                         clans to the lowland villages. In 
3827,3827,                         another six months Christ and the 
3828,3828,                         Apostles could not govern this 
3829,3829,                         country.
3830,3830,               Robert only stares at his father's stone coffin.
3831,3831,                                     CRAIG
3832,3832,                         Longshanks knows his son will scarcely 
3833,3833,"                         be able to rule England, much less "
3834,3834,                         half of France. He needs Scotland 
3835,3835,"                         settled, and he trusts you, after "
3836,3836,"                         Falkirk. If you pay him homage, he "
3837,3837,                         will recognize you as king of 
3838,3838,                         Scotland. Our nobles have agreed to 
3839,3839,                         this as well.
3840,3840,               He shows Robert a parchment bearing the noblest names in 
3841,3841,               Scotland. The Bruce barely glances at it.
3842,3842,                                     ROBERT
3843,3843,"                         If I pay homage to another's throne, "
3844,3844,                         then how am I a king?
3845,3845,                                     CRAIG
3846,3846,                         Homage is nothing. It is the crown 
3847,3847,                         that matters!
3848,3848,                                     ROBERT
3849,3849,                         The crown is that of Scotland. And 
3850,3850,                         Scotland is William Wallace.
3851,3851,                                     CRAIG
3852,3852,                         That is another matter. There is a 
3853,3853,"                         price to all this, required both by "
3854,3854,"                         Longshanks and our nobles. Pay it, "
3855,3855,                         and you will be our king. And we 
3856,3856,                         will have peace.
3857,3857,"               Robert turns from his father's coffin, to look at Craig."
3858,3858,               
3859,3859, FOREST ENCAMPMENT - NIGHT
3860,3860,"               A commotion; the nobles, their heads hooded, are led in on "
3861,3861,"               horseback by guerrillas from the village. The nobles stop, "
3862,3862,"               feel their hoods pulled off, and see Wallace."
3863,3863,                                     CRAIG
3864,3864,                         Sir William. We come to seek a 
3865,3865,                         meeting.
3866,3866,                                     WALLACE
3867,3867,                         You've all sworn to Longshanks.
3868,3868,                                     CRAIG
3869,3869,                         An oath to a liar is no oath at all. 
3870,3870,                         An oath to a patriot is a vow indeed. 
3871,3871,                         Every man of us is ready to swear 
3872,3872,                         loyalty to you.
3873,3873,                                     WALLACE
3874,3874,                         So let the council swear publicly.
3875,3875,                                     CRAIG
3876,3876,                         We cannot. Some scarcely believe you 
3877,3877,                         are alive. Other think you'll pay 
3878,3878,                         them Mornay's wages. We bid you to 
3879,3879,"                         Edinburgh. Meet us at the city gates, "
3880,3880,"                         two days from now, at sunset. Pledge "
3881,3881,                         us your pardon and we will unite 
3882,3882,                         behind you. Scotland will be one.
3883,3883,"               Wallace glances at Hamish and Stephen, who can barely hide "
3884,3884,               their contempt. Wallace looks at the nobles.
3885,3885,                                     WALLACE
